Date	Home-Team	Away-Team	For	Against	Attendance	Competition	Comp	Comments	Referee	Awarded	Round	Period	
5/21/1999	Indiana Blast	Tennessee Rhythm	2	1	2,440	League Game	LGE			As Scored	0	0	
5/21/1999	Orange County Zodiac	El Paso Patriots	2	1	916	League Game	LGE			As Scored	0	0	
5/21/1999	Sacramento Geckos	Milwaukee Rampage	1	5	200	League Game	LGE			As Scored	0	0	
5/21/1999	Vancouver 86ers	Minnesota Thunder	1	1	100	League Game	LGE			As Scored	0	0	
5/22/1999	Charleston Battery	Jacksonville Cyclones	2	1	3,333	League Game	LGE			As Scored	0	0	
5/22/1999	Cincinnati Riverhawks	Pittsburgh Riverhounds	4	3	1,494	League Game	LGE			As Scored	0	0	
5/22/1999	Hampton Roads Mariners	Richmond Kickers	1	2	2,940	League Game	LGE			As Scored	0	0	
5/22/1999	Hershey Wildcats	Atlanta Silverbacks	3	1	2,776	League Game	LGE			As Scored	0	0	
5/22/1999	Long Island Rough Riders	Lehigh Valley Steam	2	1	3,148	League Game	LGE			As Scored	0	0	
5/22/1999	Seattle Sounders	Minnesota Thunder	0	2	2,676	League Game	LGE			As Scored	0	0	
5/22/1999	SFB Seals	Milwaukee Rampage	1	1	1,219	League Game	LGE			As Scored	0	0	
5/23/1999	El Paso Patriots	San Diego Flash	2	3	1,837	League Game	LGE			As Scored	0	0	
5/23/1999	Maryland Mania	Rochester Rhinos	1	4	560	League Game	LGE			As Scored	0	0	
5/23/1999	Staten Island Vipers	Connecticut Wolves	3	0	1,284	League Game	LGE			As Scored	0	0	
5/27/1999	San Diego Flash	US Pro 40	1	0	1,392	League Game	LGE			As Scored	0	0	
5/28/1999	Atlanta Silverbacks	Richmond Kickers	2	2	1,832	League Game	LGE			As Scored	0	0	
5/28/1999	Milwaukee Rampage	El Paso Patriots	1	2	3,426	League Game	LGE			As Scored	0	0	
5/28/1999	Raleigh Capital Express	Boston Bulldogs	0	3	1,972	League Game	LGE			As Scored	0	0	
5/28/1999	Staten Island Vipers	Hershey Wildcats	1	0	1,492	League Game	LGE			As Scored	0	0	
5/29/1999	Charleston Battery	Boston Bulldogs	1	2	3,548	League Game	LGE			As Scored	0	0	
5/29/1999	Cincinnati Riverhawks	Sacramento Geckos	2	1	1,092	League Game	LGE			As Scored	0	0	
5/29/1999	Connecticut Wolves	Pittsburgh Riverhounds	3	1	2,610	League Game	LGE			As Scored	0	0	
5/29/1999	Hampton Roads Mariners	Maryland Mania	0	1	2,493	League Game	LGE			As Scored	0	0	
5/29/1999	Hershey Wildcats	Lehigh Valley Steam	2	1	2,272	League Game	LGE			As Scored	0	0	
5/29/1999	Long Island Rough Riders	Staten Island Vipers	3	1	2,367	League Game	LGE			As Scored	0	0	
5/29/1999	Minnesota Thunder	El Paso Patriots	7	0	3,346	League Game	LGE			As Scored	0	0	
5/29/1999	Orange County Zodiac	US Pro 40	1	2	100	League Game	LGE			As Scored	0	0	
5/29/1999	Rochester Rhinos	Jacksonville Cyclones	3	2	10,575	League Game	LGE			As Scored	0	0	
5/29/1999	Seattle Sounders	SFB Seals	3	0	1,783	League Game	LGE			As Scored	0	0	
5/29/1999	Tennessee Rhythm	Indiana Blast	6	2	800	League Game	LGE			As Scored	0	0	
5/30/1999	Connecticut Wolves	Long Island Rough Riders	0	1	1,023	League Game	LGE			As Scored	0	0	
5/30/1999	Toronto Lynx	Jacksonville Cyclones	2	3	3,122	League Game	LGE			As Scored	0	0	
5/30/1999	Vancouver 86ers	SFB Seals	4	1	4,321	League Game	LGE			As Scored	0	0	
5/31/1999	Atlanta Silverbacks	New Orleans Storm	1	0	1,481	League Game	LGE			As Scored	0	0	
6/2/1999	Toronto Lynx	Connecticut Wolves	1	2	2,854	League Game	LGE			As Scored	0	0	
6/3/1999	Orange County Zodiac	San Diego Flash	1	1	504	League Game	LGE			As Scored	0	0	
6/3/1999	Vancouver 86ers	Seattle Sounders	1	1	2,760	League Game	LGE			As Scored	0	0	
6/4/1999	Cincinnati Riverhawks	US Pro 40	1	2	891	League Game	LGE			As Scored	0	0	
6/4/1999	El Paso Patriots	SFB Seals	1	0	1,127	League Game	LGE			As Scored	0	0	
6/4/1999	New Orleans Storm	Milwaukee Rampage	4	2	3,573	League Game	LGE			As Scored	0	0	
6/4/1999	Richmond Kickers	Maryland Mania	1	0	2,079	League Game	LGE			As Scored	0	0	
6/4/1999	Rochester Rhinos	Charleston Battery	2	1	10,828	League Game	LGE			As Scored	0	0	
6/5/1999	Atlanta Silverbacks	Hampton Roads Mariners	0	2	1,387	League Game	LGE			As Scored	0	0	
6/5/1999	Cincinnati Riverhawks	Indiana Blast	3	1	1,346	League Game	LGE			As Scored	0	0	
6/5/1999	Hershey Wildcats	Pittsburgh Riverhounds	2	1	12,752	League Game	LGE			As Scored	0	0	
6/5/1999	Jacksonville Cyclones	Raleigh Capital Express	4	3	637	League Game	LGE			As Scored	0	0	
6/5/1999	Long Island Rough Riders	Boston Bulldogs	2	1	3,728	League Game	LGE			As Scored	0	0	
6/5/1999	Sacramento Geckos	Orange County Zodiac	0	1	100	League Game	LGE			As Scored	0	0	
6/5/1999	Seattle Sounders	Vancouver 86ers	0	2	1,576	League Game	LGE			As Scored	0	0	
6/6/1999	Indiana Blast	US Pro 40	1	2	1,723	League Game	LGE			As Scored	0	0	
6/6/1999	Maryland Mania	Lehigh Valley Steam	0	1	650	League Game	LGE			As Scored	0	0	
6/6/1999	New Orleans Storm	SFB Seals	2	1	1,432	League Game	LGE			As Scored	0	0	
6/6/1999	Staten Island Vipers	Boston Bulldogs	0	2	1,332	League Game	LGE			As Scored	0	0	
6/6/1999	Tennessee Rhythm	Milwaukee Rampage	3	2	850	League Game	LGE			As Scored	0	0	
6/6/1999	Toronto Lynx	Charleston Battery	1	1	1,858	League Game	LGE			As Scored	0	0	
6/11/1999	Atlanta Silverbacks	Hershey Wildcats	1	0	1,259	League Game	LGE			As Scored	0	0	
6/11/1999	Charleston Battery	Raleigh Capital Express	1	1	3,264	League Game	LGE			As Scored	0	0	
6/11/1999	Indiana Blast	Tennessee Rhythm	2	1	2,440	League Game	LGE			As Scored	0	0	
6/11/1999	Milwaukee Rampage	Cincinnati Riverhawks	5	2	3,281	League Game	LGE			As Scored	0	0	
6/11/1999	Orange County Zodiac	Sacramento Geckos	3	1	891	League Game	LGE			As Scored	0	0	
6/11/1999	Pittsburgh Riverhounds	Toronto Lynx	2	1	4,295	League Game	LGE			As Scored	0	0	
6/11/1999	San Diego Flash	El Paso Patriots	4	0	2,987	League Game	LGE			As Scored	0	0	
6/11/1999	Seattle Sounders	US Pro 40	0	2	1,853	League Game	LGE			As Scored	0	0	
6/12/1999	Maryland Mania	Jacksonville Cyclones	0	3	510	League Game	LGE			As Scored	0	0	
6/12/1999	Minnesota Thunder	Cincinnati Riverhawks	6	0	2,926	League Game	LGE			As Scored	0	0	
6/12/1999	Raleigh Capital Express	Hampton Roads Mariners	1	2	1,231	League Game	LGE			As Scored	0	0	
6/13/1999	Hershey Wildcats	Jacksonville Cyclones	3	0	3,662	League Game	LGE			As Scored	0	0	
6/13/1999	Richmond Kickers	Pittsburgh Riverhounds	0	1	2,301	League Game	LGE			As Scored	0	0	
6/13/1999	San Diego Flash	Sacramento Geckos	3	0	1,635	League Game	LGE			As Scored	0	0	
6/13/1999	SFB Seals	El Paso Patriots	2	1	520	League Game	LGE			As Scored	0	0	
6/13/1999	Staten Island Vipers	Rochester Rhinos	1	1	1,322	League Game	LGE			As Scored	0	0	
6/13/1999	Vancouver 86ers	US Pro 40	5	1	4,043	League Game	LGE			As Scored	0	0	
6/16/1999	El Paso Patriots	Vancouver 86ers	3	1	1,845	League Game	LGE			As Scored	0	0	
6/16/1999	Minnesota Thunder	Milwaukee Rampage	1	1	2,949	League Game	LGE			As Scored	0	0	
6/17/1999	Charleston Battery	Staten Island Vipers	2	1	2,722	League Game	LGE			As Scored	0	0	
6/18/1999	Boston Bulldogs	Long Island Rough Riders	1	4	561	League Game	LGE			As Scored	0	0	
6/18/1999	El Paso Patriots	Seattle Sounders	4	1	2,589	League Game	LGE			As Scored	0	0	
6/18/1999	Milwaukee Rampage	Indiana Blast	2	1	2,459	League Game	LGE			As Scored	0	0	
6/18/1999	New Orleans Storm	Vancouver 86ers	3	2	2,297	League Game	LGE			As Scored	0	0	
6/18/1999	Richmond Kickers	Hampton Roads Mariners	2	1	1,835	League Game	LGE			As Scored	0	0	
6/18/1999	Rochester Rhinos	Toronto Lynx	3	0	11,089	League Game	LGE			As Scored	0	0	
6/18/1999	Sacramento Geckos	San Diego Flash	2	3	384	League Game	LGE			As Scored	0	0	
6/18/1999	SFB Seals	Orange County Zodiac	3	3	781	League Game	LGE			As Scored	0	0	
6/19/1999	Atlanta Silverbacks	Boston Bulldogs	3	2	2,521	League Game	LGE			As Scored	0	0	
6/19/1999	Connecticut Wolves	Long Island Rough Riders	3	2	1,193	League Game	LGE			As Scored	0	0	
6/19/1999	Hampton Roads Mariners	Richmond Kickers	0	1	2,789	League Game	LGE			As Scored	0	0	
6/19/1999	Hershey Wildcats	Pittsburgh Riverhounds	1	2	5,695	League Game	LGE			As Scored	0	0	
6/19/1999	Minnesota Thunder	Indiana Blast	2	0	2,609	League Game	LGE			As Scored	0	0	
6/19/1999	Raleigh Capital Express	Staten Island Vipers	0	3	1,352	League Game	LGE			As Scored	0	0	
6/20/1999	Jacksonville Cyclones	Charleston Battery	3	2	1,089	League Game	LGE			As Scored	0	0	
6/20/1999	Maryland Mania	Toronto Lynx	0	1	256	League Game	LGE			As Scored	0	0	
6/20/1999	Rochester Rhinos	Lehigh Valley Steam	1	0	9,601	League Game	LGE			As Scored	0	0	
6/20/1999	Sacramento Geckos	Seattle Sounders	1	3	205	League Game	LGE			As Scored	0	0	
6/20/1999	SFB Seals	San Diego Flash	0	0	502	League Game	LGE			As Scored	0	0	
6/20/1999	Tennessee Rhythm	Vancouver 86ers	2	0	1,276	League Game	LGE			As Scored	0	0	
6/22/1999	Toronto Lynx	Lehigh Valley Steam	4	0	1,379	League Game	LGE			As Scored	0	0	
6/23/1999	Boston Bulldogs	Long Island Rough Riders	3	1	381	League Game	LGE			As Scored	0	0	
6/23/1999	Indiana Blast	Vancouver 86ers	1	2	1,007	League Game	LGE			As Scored	0	0	
6/24/1999	Jacksonville Cyclones	New Orleans Storm	0	1	550	League Game	LGE			As Scored	0	0	
6/25/1999	Charleston Battery	Maryland Mania	3	0	3,157	League Game	LGE			As Scored	0	0	
6/25/1999	Cincinnati Riverhawks	US Pro 40	0	3	886	League Game	LGE			As Scored	0	0	
6/25/1999	Hampton Roads Mariners	Pittsburgh Riverhounds	2	3	2,032	League Game	LGE			As Scored	0	0	
6/25/1999	Milwaukee Rampage	Rochester Rhinos	2	1	2,874	League Game	LGE			As Scored	0	0	
6/25/1999	Richmond Kickers	Atlanta Silverbacks	2	1	2,010	League Game	LGE			As Scored	0	0	
6/26/1999	Boston Bulldogs	Hershey Wildcats	0	2	457	League Game	LGE			As Scored	0	0	
6/26/1999	Cincinnati Riverhawks	Tennessee Rhythm	4	2	746	League Game	LGE			As Scored	0	0	
6/26/1999	El Paso Patriots	Orange County Zodiac	2	1	2,265	League Game	LGE			As Scored	0	0	
6/26/1999	Jacksonville Cyclones	Maryland Mania	4	1	100	League Game	LGE			As Scored	0	0	
6/26/1999	Lehigh Valley Steam	Connecticut Wolves	0	2	2,133	League Game	LGE			As Scored	0	0	
6/26/1999	Long Island Rough Riders	Toronto Lynx	1	1	4,271	League Game	LGE			As Scored	0	0	
6/26/1999	Seattle Sounders	San Diego Flash	0	3	1,943	League Game	LGE			As Scored	0	0	
6/26/1999	SFB Seals	Sacramento Geckos	4	1	926	League Game	LGE			As Scored	0	0	
6/27/1999	Hampton Roads Mariners	Atlanta Silverbacks	1	1	2,055	League Game	LGE			As Scored	0	0	
6/27/1999	Indiana Blast	US Pro 40	1	2	1,792	League Game	LGE			As Scored	0	0	
6/27/1999	Minnesota Thunder	Rochester Rhinos	0	0	2,515	League Game	LGE			As Scored	0	0	
6/27/1999	Pittsburgh Riverhounds	Staten Island Vipers	1	2	3,922	League Game	LGE			As Scored	0	0	
6/27/1999	Raleigh Capital Express	Charleston Battery	2	1	1,453	League Game	LGE			As Scored	0	0	
6/27/1999	Vancouver 86ers	San Diego Flash	1	0	4,112	League Game	LGE			As Scored	0	0	
6/30/1999	Lehigh Valley Steam	Hershey Wildcats	4	3	599	League Game	LGE			As Scored	0	0	
6/30/1999	New Orleans Storm	Seattle Sounders	1	4	1,231	League Game	LGE			As Scored	0	0	
6/30/1999	Staten Island Vipers	Hampton Roads Mariners	3	1	1,454	League Game	LGE			As Scored	0	0	
7/1/1999	New Orleans Storm	Cincinnati Riverhawks	4	3	975	League Game	LGE			As Scored	0	0	
7/1/1999	Orange County Zodiac	Vancouver 86ers	1	1	828	League Game	LGE			As Scored	0	0	
7/1/1999	Toronto Lynx	Milwaukee Rampage	2	0	2,012	League Game	LGE			As Scored	0	0	
7/2/1999	Atlanta Silverbacks	Raleigh Capital Express	0	1	2,556	League Game	LGE			As Scored	0	0	
7/2/1999	Charleston Battery	Long Island Rough Riders	2	1	3,082	League Game	LGE			As Scored	0	0	
7/2/1999	Connecticut Wolves	Richmond Kickers	0	2	1,197	League Game	LGE			As Scored	0	0	
7/2/1999	Pittsburgh Riverhounds	Lehigh Valley Steam	2	1	3,675	League Game	LGE			As Scored	0	0	
7/2/1999	Rochester Rhinos	Milwaukee Rampage	4	2	10,614	League Game	LGE			As Scored	0	0	
7/2/1999	SFB Seals	Sacramento Geckos	1	0	523	League Game	LGE			As Scored	0	0	
7/3/1999	El Paso Patriots	US Pro 40	0	1	3,481	League Game	LGE			As Scored	0	0	
7/3/1999	Hampton Roads Mariners	Jacksonville Cyclones	2	2	2,419	League Game	LGE			As Scored	0	0	
7/3/1999	Maryland Mania	Hershey Wildcats	0	3	754	League Game	LGE			As Scored	0	0	
7/3/1999	New Orleans Storm	Cincinnati Riverhawks	1	3	1,659	League Game	LGE			As Scored	0	0	
7/3/1999	Raleigh Capital Express	Long Island Rough Riders	0	0	1,887	League Game	LGE			As Scored	0	0	
7/3/1999	San Diego Flash	Vancouver 86ers	1	3	2,472	League Game	LGE			As Scored	0	0	
7/3/1999	Staten Island Vipers	Boston Bulldogs	2	2	1,663	League Game	LGE			As Scored	0	0	
7/4/1999	Connecticut Wolves	Toronto Lynx	0	1	472	League Game	LGE			As Scored	0	0	
7/4/1999	Indiana Blast	Seattle Sounders	1	3	2,008	League Game	LGE			As Scored	0	0	
7/4/1999	Minnesota Thunder	Tennessee Rhythm	1	1	2,735	League Game	LGE			As Scored	0	0	
7/4/1999	Richmond Kickers	Jacksonville Cyclones	4	1	2,008	League Game	LGE			As Scored	0	0	
7/6/1999	Boston Bulldogs	Toronto Lynx	0	1	302	League Game	LGE			As Scored	0	0	
7/7/1999	Cincinnati Riverhawks	San Diego Flash	2	5	695	League Game	LGE			As Scored	0	0	
7/7/1999	Tennessee Rhythm	Seattle Sounders	1	1	1,250	League Game	LGE			As Scored	0	0	
7/9/1999	Cincinnati Riverhawks	Orange County Zodiac	0	1	680	League Game	LGE			As Scored	0	0	
7/9/1999	Connecticut Wolves	Lehigh Valley Steam	1	5	1,098	League Game	LGE			As Scored	0	0	
7/9/1999	Maryland Mania	Indiana Blast	0	0	100	League Game	LGE			As Scored	0	0	
7/9/1999	Milwaukee Rampage	San Diego Flash	0	2	2,978	League Game	LGE			As Scored	0	0	
7/9/1999	Minnesota Thunder	US Pro 40	1	1	2,622	League Game	LGE			As Scored	0	0	
7/9/1999	Richmond Kickers	Hershey Wildcats	4	1	2,245	League Game	LGE			As Scored	0	0	
7/9/1999	Rochester Rhinos	Raleigh Capital Express	1	0	9,845	League Game	LGE			As Scored	0	0	
7/9/1999	Vancouver 86ers	El Paso Patriots	4	1	5,108	League Game	LGE			As Scored	0	0	
7/10/1999	Boston Bulldogs	Staten Island Vipers	1	1	370	League Game	LGE			As Scored	0	0	
7/10/1999	Charleston Battery	Atlanta Silverbacks	1	2	4,371	League Game	LGE			As Scored	0	0	
7/10/1999	Toronto Lynx	Raleigh Capital Express	1	0	2,469	League Game	LGE			As Scored	0	0	
7/10/1999	Vancouver 86ers	Sacramento Geckos	0	0	100	League Game	LGE	Vancouver wins by Forfeit		Home Win	0	0	
7/11/1999	Cincinnati Riverhawks	Indiana Blast	0	2	975	League Game	LGE			As Scored	0	0	
7/11/1999	Hershey Wildcats	Lehigh Valley Steam	2	1	2,717	League Game	LGE			As Scored	0	0	
7/11/1999	Milwaukee Rampage	US Pro 40	5	1	1,987	League Game	LGE			As Scored	0	0	
7/11/1999	Minnesota Thunder	San Diego Flash	0	0	8,630	League Game	LGE			As Scored	0	0	
7/11/1999	Rochester Rhinos	Pittsburgh Riverhounds	2	1	12,290	League Game	LGE			As Scored	0	0	
7/11/1999	Seattle Sounders	El Paso Patriots	2	1	1,964	League Game	LGE			As Scored	0	0	
7/13/1999	Toronto Lynx	Pittsburgh Riverhounds	0	4	1,853	League Game	LGE			As Scored	0	0	
7/16/1999	Atlanta Silverbacks	Charleston Battery	1	1	2,389	League Game	LGE			As Scored	0	0	
7/16/1999	Boston Bulldogs	Hampton Roads Mariners	0	0	408	League Game	LGE			As Scored	0	0	
7/16/1999	Connecticut Wolves	Hershey Wildcats	1	1	1,204	League Game	LGE			As Scored	0	0	
7/16/1999	El Paso Patriots	Orange County Zodiac	1	3	1,176	League Game	LGE			As Scored	0	0	
7/16/1999	Indiana Blast	Sacramento Geckos	2	1	1,038	League Game	LGE			As Scored	0	0	
7/16/1999	Lehigh Valley Steam	Jacksonville Cyclones	3	2	1,086	League Game	LGE			As Scored	0	0	
7/16/1999	Milwaukee Rampage	Toronto Lynx	2	1	2,329	League Game	LGE			As Scored	0	0	
7/16/1999	Raleigh Capital Express	Richmond Kickers	1	2	2,256	League Game	LGE			As Scored	0	0	
7/16/1999	Seattle Sounders	Cincinnati Riverhawks	5	3	1,640	League Game	LGE			As Scored	0	0	
7/16/1999	Tennessee Rhythm	SFB Seals	2	1	1,472	League Game	LGE			As Scored	0	0	
7/17/1999	Connecticut Wolves	Hampton Roads Mariners	3	2	1,052	League Game	LGE			As Scored	0	0	
7/17/1999	Hershey Wildcats	Maryland Mania	3	0	2,720	League Game	LGE			As Scored	0	0	
7/17/1999	Long Island Rough Riders	Rochester Rhinos	1	2	2,805	League Game	LGE			As Scored	0	0	
7/17/1999	Minnesota Thunder	Toronto Lynx	5	0	3,869	League Game	LGE			As Scored	0	0	
7/17/1999	Pittsburgh Riverhounds	Jacksonville Cyclones	4	2	4,483	League Game	LGE			As Scored	0	0	
7/17/1999	Richmond Kickers	Raleigh Capital Express	4	1	2,690	League Game	LGE			As Scored	0	0	
7/17/1999	Staten Island Vipers	Lehigh Valley Steam	3	0	1,702	League Game	LGE			As Scored	0	0	
7/18/1999	Indiana Blast	SFB Seals	2	0	3,292	League Game	LGE			As Scored	0	0	
7/18/1999	New Orleans Storm	Atlanta Silverbacks	2	6	1,678	League Game	LGE			As Scored	0	0	
7/18/1999	Tennessee Rhythm	Sacramento Geckos	3	0	1,052	League Game	LGE			As Scored	0	0	
7/18/1999	Vancouver 86ers	Cincinnati Riverhawks	1	0	5,304	League Game	LGE			As Scored	0	0	
7/20/1999	Hampton Roads Mariners	Richmond Kickers	4	1	1,771	League Game	LGE			As Scored	0	0	
7/20/1999	Milwaukee Rampage	Minnesota Thunder	1	2	2,892	League Game	LGE			As Scored	0	0	
7/21/1999	SFB Seals	Cincinnati Riverhawks	2	2	731	League Game	LGE			As Scored	0	0	
7/21/1999	Staten Island Vipers	Long Island Rough Riders	1	2	1,637	League Game	LGE			As Scored	0	0	
7/22/1999	Orange County Zodiac	El Paso Patriots	2	2	1,604	League Game	LGE			As Scored	0	0	
7/23/1999	Boston Bulldogs	Richmond Kickers	2	1	567	League Game	LGE			As Scored	0	0	
7/23/1999	Charleston Battery	Connecticut Wolves	5	1	3,385	League Game	LGE			As Scored	0	0	
